Call Id,Agent,Date,Month,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID1211,Becky,22-Jan-21,Jan,14:49,Admin Support,Y,N,54,0:03:15,5
ID1212,Greg,22-Jan-21,Jan,14:49,Payment related,Y,Y,99,0:01:00,1
ID1213,Martha,22-Jan-21,Jan,15:30,Contract related,N,N,0,0:00:00,0
ID1214,Jim,22-Jan-21,Jan,15:30,Streaming,N,N,0,0:00:00,0
ID1215,Martha,22-Jan-21,Jan,15:56,Streaming,N,N,0,0:00:00,0
ID1216,Martha,22-Jan-21,Jan,15:56,Admin Support,N,N,0,0:00:00,0
ID1217,Martha,22-Jan-21,Jan,16:01,Payment related,N,N,0,0:00:00,0
ID1218,Becky,22-Jan-21,Jan,16:01,Streaming,Y,Y,78,0:01:05,5
ID1219,Greg,22-Jan-21,Jan,16:39,Admin Support,N,N,0,0:00:00,0
ID1220,Jim,22-Jan-21,Jan,16:39,Payment related,Y,N,35,0:05:09,5
ID1221,Becky,22-Jan-21,Jan,16:50,Contract related,N,N,0,0:00:00,0
ID1222,Stewart,22-Jan-21,Jan,16:50,Contract related,Y,Y,33,0:06:09,5
ID1223,Greg,22-Jan-21,Jan,16:56,Streaming,Y,Y,72,0:04:09,5
ID1224,Joe,22-Jan-21,Jan,16:56,Technical Support,Y,N,82,0:05:02,1
ID1225,Greg,22-Jan-21,Jan,17:25,Admin Support,N,N,0,0:00:00,0
ID1226,Greg,22-Jan-21,Jan,17:25,Payment related,Y,Y,115,0:04:12,5
ID1227,Diane,22-Jan-21,Jan,17:38,Streaming,Y,Y,64,0:01:42,3
ID1228,Martha,22-Jan-21,Jan,17:38,Technical Support,N,N,0,0:00:00,0
ID1229,Jim,22-Jan-21,Jan,17:47,Payment related,Y,Y,71,0:04:01,2
ID1230,Becky,22-Jan-21,Jan,17:47,Streaming,Y,N,50,0:05:08,3
ID1231,Greg,23-Jan-21,Jan,9:31,Streaming,Y,Y,116,0:01:13,2
ID1232,Martha,23-Jan-21,Jan,9:31,Admin Support,Y,Y,52,0:01:27,5
ID1233,Greg,23-Jan-21,Jan,9:40,Technical Support,Y,Y,112,0:03:37,5
ID1234,Stewart,23-Jan-21,Jan,9:40,Admin Support,Y,Y,116,0:02:42,3
ID1235,Becky,23-Jan-21,Jan,9:51,Payment related,Y,N,112,0:06:18,2
ID1236,Dan,23-Jan-21,Jan,9:51,Streaming,Y,Y,53,0:05:46,4
ID1237,Diane,23-Jan-21,Jan,9:57,Admin Support,Y,Y,12,0:05:31,3
ID1238,Joe,23-Jan-21,Jan,9:57,Technical Support,Y,N,120,0:00:54,4
ID1239,Diane,23-Jan-21,Jan,10:49,Admin Support,N,N,0,0:00:00,0
ID1240,Dan,23-Jan-21,Jan,10:49,Technical Support,Y,Y,118,0:02:49,4
ID1241,Jim,23-Jan-21,Jan,11:00,Contract related,Y,Y,121,0:02:49,2
ID1242,Martha,23-Jan-21,Jan,11:00,Streaming,Y,Y,83,0:06:48,5
ID1243,Joe,23-Jan-21,Jan,11:18,Streaming,Y,Y,84,0:01:21,5
ID1244,Becky,23-Jan-21,Jan,11:18,Payment related,Y,N,63,0:05:00,4
ID1245,Jim,23-Jan-21,Jan,11:29,Technical Support,Y,Y,33,0:03:29,3
ID1246,Dan,23-Jan-21,Jan,11:29,Contract related,N,N,0,0:00:00,0
ID1247,Greg,23-Jan-21,Jan,11:32,Admin Support,Y,N,10,0:01:01,5
ID1248,Joe,23-Jan-21,Jan,11:32,Admin Support,Y,Y,100,0:00:42,5
ID1249,Diane,23-Jan-21,Jan,11:35,Contract related,Y,Y,110,0:05:03,5
ID1250,Stewart,23-Jan-21,Jan,11:35,Payment related,Y,Y,28,0:05:16,2
ID1251,Joe,23-Jan-21,Jan,11:36,Admin Support,Y,Y,74,0:01:15,3
ID1252,Jim,23-Jan-21,Jan,11:36,Admin Support,Y,Y,18,0:01:21,3
ID1253,Becky,23-Jan-21,Jan,11:44,Streaming,Y,Y,22,0:06:12,3
ID1254,Diane,23-Jan-21,Jan,11:44,Streaming,N,N,0,0:00:00,0
ID1255,Martha,23-Jan-21,Jan,11:55,Contract related,Y,Y,15,0:03:37,3
ID1256,Martha,23-Jan-21,Jan,11:55,Admin Support,Y,Y,120,0:04:12,2
ID1257,Martha,23-Jan-21,Jan,12:14,Contract related,Y,Y,26,0:03:47,3
ID1258,Diane,23-Jan-21,Jan,12:14,Payment related,Y,Y,33,0:01:44,5
ID1259,Dan,23-Jan-21,Jan,12:43,Streaming,Y,Y,18,0:01:14,4
ID1260,Greg,23-Jan-21,Jan,12:43,Payment related,Y,Y,29,0:05:55,5
ID1261,Greg,23-Jan-21,Jan,12:54,Payment related,Y,Y,89,0:01:34,2
ID1262,Martha,23-Jan-21,Jan,12:54,Technical Support,N,N,0,0:00:00,0
ID1263,Diane,23-Jan-21,Jan,13:33,Admin Support,Y,Y,44,0:03:12,5
ID1264,Diane,23-Jan-21,Jan,13:33,Contract related,Y,N,62,0:03:33,4
ID1265,Dan,23-Jan-21,Jan,13:37,Admin Support,Y,Y,29,0:01:50,5
ID1266,Joe,23-Jan-21,Jan,13:37,Admin Support,Y,Y,10,0:06:42,5
ID1267,Dan,23-Jan-21,Jan,14:13,Payment related,Y,Y,75,0:02:00,4
ID1268,Martha,23-Jan-21,Jan,14:13,Streaming,N,N,0,0:00:00,0
ID1269,Dan,23-Jan-21,Jan,14:52,Technical Support,Y,Y,33,0:01:06,5
ID1270,Becky,23-Jan-21,Jan,14:52,Technical Support,N,N,0,0:00:00,0
ID1271,Becky,23-Jan-21,Jan,16:01,Payment related,Y,N,56,0:01:58,4
ID1272,Martha,23-Jan-21,Jan,16:01,Admin Support,N,N,0,0:00:00,0
ID1273,Stewart,23-Jan-21,Jan,16:13,Contract related,Y,N,31,0:00:31,3
ID1274,Greg,23-Jan-21,Jan,16:13,Streaming,Y,Y,56,0:01:20,2
ID1275,Jim,23-Jan-21,Jan,16:37,Payment related,Y,Y,53,0:01:43,4
ID1276,Diane,23-Jan-21,Jan,16:37,Technical Support,Y,Y,12,0:05:48,3
ID1277,Stewart,23-Jan-21,Jan,16:45,Streaming,Y,Y,53,0:06:03,3
ID1278,Diane,23-Jan-21,Jan,16:45,Streaming,Y,Y,116,0:04:58,3
ID1279,Joe,23-Jan-21,Jan,17:24,Payment related,Y,Y,19,0:01:11,4
ID1280,Dan,23-Jan-21,Jan,17:24,Contract related,N,N,0,0:00:00,0
ID1281,Joe,23-Jan-21,Jan,17:41,Streaming,Y,Y,74,0:05:54,2
ID1282,Greg,23-Jan-21,Jan,17:41,Streaming,Y,Y,85,0:02:44,3
ID1283,Greg,23-Jan-21,Jan,17:44,Contract related,N,N,0,0:00:00,0
ID1284,Stewart,23-Jan-21,Jan,17:44,Payment related,N,N,0,0:00:00,0
ID1285,Dan,24-Jan-21,Jan,9:05,Payment related,N,N,0,0:00:00,0
ID1286,Diane,24-Jan-21,Jan,9:05,Streaming,Y,Y,48,0:06:36,2
ID1287,Joe,24-Jan-21,Jan,9:05,Payment related,Y,Y,57,0:04:32,3
ID1288,Jim,24-Jan-21,Jan,9:05,Admin Support,Y,N,116,0:05:09,3
ID1289,Greg,24-Jan-21,Jan,9:12,Admin Support,Y,Y,21,0:00:50,1
ID1290,Martha,24-Jan-21,Jan,9:12,Contract related,Y,Y,87,0:02:11,3
ID1291,Joe,24-Jan-21,Jan,9:20,Technical Support,Y,Y,42,0:03:56,3
ID1292,Greg,24-Jan-21,Jan,9:20,Technical Support,Y,Y,86,0:01:28,1
ID1293,Joe,24-Jan-21,Jan,9:24,Payment related,Y,Y,95,0:03:05,5
ID1294,Joe,24-Jan-21,Jan,9:24,Contract related,N,N,0,0:00:00,0
ID1295,Jim,24-Jan-21,Jan,9:54,Technical Support,Y,Y,109,0:05:47,3
ID1296,Greg,24-Jan-21,Jan,9:54,Payment related,N,N,0,0:00:00,0
ID1297,Greg,24-Jan-21,Jan,10:03,Admin Support,Y,Y,104,0:05:35,2
ID1298,Martha,24-Jan-21,Jan,10:03,Payment related,Y,Y,123,0:01:55,1
ID1299,Martha,24-Jan-21,Jan,10:04,Streaming,Y,Y,72,0:05:11,5
ID1300,Jim,24-Jan-21,Jan,10:04,Technical Support,N,N,0,0:00:00,0
ID1301,Stewart,24-Jan-21,Jan,10:04,Contract related,Y,N,28,0:00:52,4
ID1302,Dan,24-Jan-21,Jan,10:04,Streaming,Y,Y,124,0:03:13,4
ID1303,Jim,24-Jan-21,Jan,10:29,Payment related,Y,Y,16,0:04:35,4
ID1304,Martha,24-Jan-21,Jan,10:29,Admin Support,N,N,0,0:00:00,0
ID1305,Joe,24-Jan-21,Jan,10:32,Admin Support,Y,Y,125,0:00:31,3
ID1306,Becky,24-Jan-21,Jan,10:32,Contract related,N,N,0,0:00:00,0
ID1307,Dan,24-Jan-21,Jan,11:11,Contract related,Y,Y,61,0:03:05,3
ID1308,Diane,24-Jan-21,Jan,11:11,Streaming,Y,Y,55,0:06:30,1
ID1309,Becky,24-Jan-21,Jan,11:42,Technical Support,Y,Y,41,0:03:54,4
ID1310,Greg,24-Jan-21,Jan,11:42,Contract related,Y,Y,81,0:06:19,3
ID1311,Stewart,24-Jan-21,Jan,12:21,Contract related,Y,Y,112,0:03:43,3
ID1312,Diane,24-Jan-21,Jan,12:21,Streaming,Y,Y,58,0:04:19,4
ID1313,Jim,24-Jan-21,Jan,12:25,Streaming,Y,N,61,0:00:42,5
ID1314,Becky,24-Jan-21,Jan,12:25,Payment related,Y,Y,51,0:06:44,3
ID1315,Jim,24-Jan-21,Jan,13:00,Streaming,Y,Y,102,0:03:59,4
ID1316,Joe,24-Jan-21,Jan,13:00,Payment related,Y,Y,19,0:05:43,4
ID1317,Dan,24-Jan-21,Jan,13:13,Streaming,Y,Y,33,0:03:06,2
ID1318,Joe,24-Jan-21,Jan,13:13,Technical Support,Y,Y,113,0:06:04,3
ID1319,Diane,24-Jan-21,Jan,14:15,Technical Support,Y,Y,28,0:03:50,5
ID1320,Dan,24-Jan-21,Jan,14:15,Technical Support,Y,Y,46,0:04:43,1
ID1321,Joe,24-Jan-21,Jan,14:45,Technical Support,Y,Y,76,0:01:09,3
ID1322,Diane,24-Jan-21,Jan,14:45,Technical Support,Y,Y,124,0:03:09,2
ID1323,Martha,24-Jan-21,Jan,14:47,Technical Support,Y,Y,96,0:04:30,2
ID1324,Greg,24-Jan-21,Jan,14:47,Streaming,Y,N,110,0:05:03,5
ID1325,Dan,24-Jan-21,Jan,15:48,Payment related,Y,Y,116,0:03:39,5
ID1326,Dan,24-Jan-21,Jan,15:48,Payment related,Y,Y,14,0:06:11,5
ID1327,Stewart,24-Jan-21,Jan,15:59,Admin Support,Y,Y,53,0:06:01,4
ID1328,Joe,24-Jan-21,Jan,15:59,Streaming,Y,Y,37,0:04:49,2
ID1329,Greg,24-Jan-21,Jan,16:01,Admin Support,Y,Y,68,0:00:43,1
ID1330,Greg,24-Jan-21,Jan,16:01,Streaming,Y,Y,43,0:03:10,3
ID1331,Greg,24-Jan-21,Jan,16:45,Technical Support,Y,Y,19,0:02:21,3
ID1332,Stewart,24-Jan-21,Jan,16:45,Technical Support,Y,Y,47,0:04:26,3
ID1333,Becky,24-Jan-21,Jan,17:16,Contract related,N,N,0,0:00:00,0
ID1334,Greg,24-Jan-21,Jan,17:16,Payment related,Y,Y,84,0:06:21,4
ID1335,Jim,24-Jan-21,Jan,17:25,Payment related,Y,Y,17,0:02:35,1
ID1336,Becky,24-Jan-21,Jan,17:25,Payment related,Y,Y,116,0:01:17,4
ID1337,Diane,24-Jan-21,Jan,17:54,Admin Support,Y,Y,22,0:01:46,4
ID1338,Jim,24-Jan-21,Jan,17:54,Technical Support,Y,Y,10,0:06:13,4
ID1339,Dan,25-Jan-21,Jan,9:15,Streaming,Y,Y,76,0:01:32,4
ID1340,Joe,25-Jan-21,Jan,9:15,Payment related,Y,Y,104,0:06:36,4
ID1341,Jim,25-Jan-21,Jan,9:25,Streaming,Y,Y,44,0:06:50,3
ID1342,Jim,25-Jan-21,Jan,9:25,Admin Support,Y,Y,24,0:03:40,5
ID1343,Dan,25-Jan-21,Jan,9:33,Technical Support,Y,Y,40,0:06:57,3
ID1344,Becky,25-Jan-21,Jan,9:33,Payment related,Y,Y,57,0:05:45,4
ID1345,Stewart,25-Jan-21,Jan,9:37,Technical Support,Y,Y,19,0:06:23,3
ID1346,Martha,25-Jan-21,Jan,9:37,Streaming,Y,Y,55,0:06:35,3
ID1347,Martha,25-Jan-21,Jan,10:10,Contract related,Y,Y,102,0:05:13,5
ID1348,Joe,25-Jan-21,Jan,10:10,Payment related,Y,N,123,0:00:38,3
ID1349,Diane,25-Jan-21,Jan,10:27,Admin Support,N,N,0,0:00:00,0
ID1350,Joe,25-Jan-21,Jan,10:27,Contract related,N,N,0,0:00:00,0
ID1351,Joe,25-Jan-21,Jan,10:42,Streaming,Y,Y,115,0:05:58,4
ID1352,Dan,25-Jan-21,Jan,10:42,Technical Support,Y,Y,53,0:06:05,5
ID1353,Diane,25-Jan-21,Jan,11:03,Technical Support,Y,Y,61,0:02:05,5
ID1354,Diane,25-Jan-21,Jan,11:03,Technical Support,Y,Y,99,0:05:33,5
ID1355,Greg,25-Jan-21,Jan,11:42,Admin Support,N,N,0,0:00:00,0
ID1356,Greg,25-Jan-21,Jan,11:42,Payment related,Y,N,57,0:02:26,3
ID1357,Diane,25-Jan-21,Jan,11:48,Contract related,Y,Y,24,0:04:43,3
ID1358,Stewart,25-Jan-21,Jan,11:48,Contract related,Y,Y,75,0:01:43,4
ID1359,Joe,25-Jan-21,Jan,11:54,Contract related,Y,Y,72,0:05:31,4
ID1360,Stewart,25-Jan-21,Jan,11:54,Payment related,Y,Y,73,0:03:14,4
ID1361,Martha,25-Jan-21,Jan,11:54,Payment related,Y,N,105,0:03:05,4
ID1362,Greg,25-Jan-21,Jan,11:54,Technical Support,Y,Y,75,0:03:45,3
ID1363,Becky,25-Jan-21,Jan,12:00,Payment related,Y,Y,29,0:04:49,4
ID1364,Stewart,25-Jan-21,Jan,12:00,Technical Support,Y,Y,41,0:01:43,1
ID1365,Martha,25-Jan-21,Jan,12:10,Admin Support,Y,Y,93,0:03:11,4
ID1366,Jim,25-Jan-21,Jan,12:10,Admin Support,N,N,0,0:00:00,0
ID1367,Dan,25-Jan-21,Jan,12:12,Admin Support,Y,Y,73,0:05:35,3
ID1368,Stewart,25-Jan-21,Jan,12:12,Streaming,N,N,0,0:00:00,0
ID1369,Greg,25-Jan-21,Jan,12:18,Payment related,Y,Y,112,0:01:21,4
ID1370,Diane,25-Jan-21,Jan,12:18,Payment related,Y,Y,37,0:05:39,4
ID1371,Greg,25-Jan-21,Jan,12:21,Contract related,Y,Y,59,0:05:50,5
ID1372,Jim,25-Jan-21,Jan,12:21,Technical Support,N,N,0,0:00:00,0
ID1373,Becky,25-Jan-21,Jan,12:21,Technical Support,Y,Y,56,0:01:23,3
ID1374,Greg,25-Jan-21,Jan,12:21,Contract related,Y,Y,56,0:05:12,3
ID1375,Jim,25-Jan-21,Jan,12:43,Admin Support,N,N,0,0:00:00,0
ID1376,Stewart,25-Jan-21,Jan,12:43,Admin Support,Y,Y,43,0:06:30,5
ID1377,Dan,25-Jan-21,Jan,12:53,Payment related,Y,Y,80,0:06:09,2
ID1378,Jim,25-Jan-21,Jan,12:53,Admin Support,Y,Y,66,0:06:03,3
ID1379,Becky,25-Jan-21,Jan,14:11,Contract related,Y,Y,54,0:04:11,3
ID1380,Joe,25-Jan-21,Jan,14:11,Streaming,Y,Y,94,0:05:03,2
ID1381,Becky,25-Jan-21,Jan,14:11,Streaming,N,N,0,0:00:00,0
ID1382,Martha,25-Jan-21,Jan,14:11,Streaming,Y,Y,24,0:04:04,4
ID1383,Diane,25-Jan-21,Jan,14:12,Streaming,N,N,0,0:00:00,0
ID1384,Martha,25-Jan-21,Jan,14:12,Contract related,Y,Y,108,0:06:36,3
ID1385,Joe,25-Jan-21,Jan,14:26,Payment related,Y,Y,106,0:00:54,3
ID1386,Joe,25-Jan-21,Jan,14:26,Technical Support,N,N,0,0:00:00,0
ID1387,Becky,25-Jan-21,Jan,14:34,Payment related,Y,Y,111,0:06:03,3
ID1388,Joe,25-Jan-21,Jan,14:34,Admin Support,Y,Y,56,0:03:18,3
ID1389,Dan,25-Jan-21,Jan,15:04,Contract related,Y,Y,78,0:05:10,4
ID1390,Stewart,25-Jan-21,Jan,15:04,Streaming,Y,Y,15,0:02:10,3
ID1391,Becky,25-Jan-21,Jan,15:05,Payment related,N,N,0,0:00:00,0
ID1392,Martha,25-Jan-21,Jan,15:05,Streaming,Y,Y,50,0:00:32,3
ID1393,Dan,25-Jan-21,Jan,15:20,Streaming,Y,Y,53,0:03:48,3
ID1394,Joe,25-Jan-21,Jan,15:20,Technical Support,Y,Y,106,0:06:35,1
ID1395,Diane,25-Jan-21,Jan,15:51,Admin Support,Y,Y,44,0:05:57,5
ID1396,Becky,25-Jan-21,Jan,15:51,Contract related,N,N,0,0:00:00,0
ID1397,Greg,25-Jan-21,Jan,15:53,Admin Support,Y,Y,31,0:04:53,3
ID1398,Joe,25-Jan-21,Jan,15:53,Admin Support,Y,Y,41,0:05:02,5
ID1399,Becky,25-Jan-21,Jan,16:13,Streaming,Y,Y,109,0:05:46,3
ID1400,Martha,25-Jan-21,Jan,16:13,Admin Support,Y,Y,13,0:01:09,3
ID1401,Diane,25-Jan-21,Jan,17:32,Payment related,Y,Y,19,0:06:38,5
ID1402,Stewart,25-Jan-21,Jan,17:32,Contract related,Y,Y,76,0:05:44,5
ID1403,Becky,26-Jan-21,Jan,9:05,Contract related,Y,Y,86,0:01:02,4
ID1404,Martha,26-Jan-21,Jan,9:05,Contract related,Y,Y,63,0:02:25,4
ID1405,Dan,26-Jan-21,Jan,9:30,Payment related,Y,Y,113,0:00:51,5
ID1406,Greg,26-Jan-21,Jan,9:30,Admin Support,Y,Y,84,0:01:17,3
ID1407,Jim,26-Jan-21,Jan,9:41,Admin Support,Y,N,41,0:03:26,4
ID1408,Becky,26-Jan-21,Jan,9:41,Payment related,Y,Y,13,0:03:53,3
ID1409,Stewart,26-Jan-21,Jan,9:51,Technical Support,N,N,0,0:00:00,0
ID1410,Jim,26-Jan-21,Jan,9:51,Payment related,Y,Y,79,0:02:50,3
ID1411,Diane,26-Jan-21,Jan,10:27,Contract related,Y,Y,103,0:02:31,3
ID1412,Diane,26-Jan-21,Jan,10:27,Contract related,Y,Y,68,0:02:18,3
ID1413,Diane,26-Jan-21,Jan,10:40,Contract related,Y,Y,57,0:05:29,2
ID1414,Stewart,26-Jan-21,Jan,10:40,Payment related,N,N,0,0:00:00,0
ID1415,Diane,26-Jan-21,Jan,10:50,Payment related,Y,Y,72,0:01:31,3
ID1416,Stewart,26-Jan-21,Jan,10:50,Streaming,Y,Y,53,0:05:52,5
ID1417,Becky,26-Jan-21,Jan,10:52,Contract related,Y,Y,16,0:03:35,1
ID1418,Becky,26-Jan-21,Jan,10:52,Technical Support,Y,Y,77,0:01:42,3
ID1419,Dan,26-Jan-21,Jan,10:59,Payment related,Y,Y,68,0:06:48,5
ID1420,Dan,26-Jan-21,Jan,10:59,Streaming,Y,Y,50,0:02:46,4
ID1421,Joe,26-Jan-21,Jan,11:19,Admin Support,N,N,0,0:00:00,0
ID1422,Dan,26-Jan-21,Jan,11:19,Payment related,Y,Y,68,0:05:16,3
ID1423,Diane,26-Jan-21,Jan,11:47,Streaming,Y,Y,39,0:03:52,5
ID1424,Diane,26-Jan-21,Jan,11:47,Contract related,Y,Y,78,0:06:35,4
ID1425,Diane,26-Jan-21,Jan,12:48,Streaming,Y,Y,106,0:01:52,3
ID1426,Becky,26-Jan-21,Jan,12:48,Streaming,N,N,0,0:00:00,0
ID1427,Dan,26-Jan-21,Jan,12:50,Admin Support,Y,Y,66,0:00:44,3
ID1428,Greg,26-Jan-21,Jan,12:50,Technical Support,Y,Y,120,0:04:21,5
ID1429,Stewart,26-Jan-21,Jan,12:56,Streaming,Y,Y,115,0:02:27,3
ID1430,Stewart,26-Jan-21,Jan,12:56,Payment related,Y,Y,28,0:04:37,4
ID1431,Dan,26-Jan-21,Jan,13:04,Streaming,Y,Y,57,0:01:30,3
ID1432,Diane,26-Jan-21,Jan,13:04,Streaming,Y,Y,110,0:05:17,2
ID1433,Dan,26-Jan-21,Jan,13:04,Technical Support,Y,Y,103,0:02:51,4
ID1434,Jim,26-Jan-21,Jan,13:04,Technical Support,Y,Y,94,0:06:12,5
ID1435,Jim,26-Jan-21,Jan,14:08,Streaming,Y,Y,61,0:04:47,5
ID1436,Stewart,26-Jan-21,Jan,14:08,Streaming,N,N,0,0:00:00,0
ID1437,Jim,26-Jan-21,Jan,14:18,Streaming,Y,Y,77,0:04:26,2
ID1438,Greg,26-Jan-21,Jan,14:18,Contract related,Y,Y,56,0:03:44,4
ID1439,Diane,26-Jan-21,Jan,14:26,Admin Support,Y,Y,65,0:06:42,5
ID1440,Becky,26-Jan-21,Jan,14:26,Technical Support,Y,Y,99,0:05:42,3
ID1441,Diane,26-Jan-21,Jan,14:51,Admin Support,Y,Y,40,0:04:48,3
ID1442,Stewart,26-Jan-21,Jan,14:51,Payment related,Y,Y,110,0:05:20,3
ID1443,Diane,26-Jan-21,Jan,15:15,Admin Support,Y,Y,109,0:00:52,1
ID1444,Martha,26-Jan-21,Jan,15:15,Contract related,Y,Y,116,0:05:08,3
ID1445,Martha,26-Jan-21,Jan,15:21,Streaming,Y,Y,82,0:02:18,2
ID1446,Greg,26-Jan-21,Jan,15:21,Contract related,Y,Y,65,0:02:29,4
ID1447,Dan,26-Jan-21,Jan,15:25,Contract related,Y,Y,24,0:03:29,4
ID1448,Diane,26-Jan-21,Jan,15:25,Payment related,Y,Y,125,0:01:22,5
ID1449,Greg,26-Jan-21,Jan,15:28,Admin Support,Y,Y,87,0:01:04,5
ID1450,Jim,26-Jan-21,Jan,15:28,Streaming,Y,Y,119,0:00:43,4
ID1451,Diane,26-Jan-21,Jan,15:30,Contract related,Y,Y,94,0:00:46,4
ID1452,Dan,26-Jan-21,Jan,15:30,Payment related,N,N,0,0:00:00,0
ID1453,Dan,26-Jan-21,Jan,15:37,Payment related,Y,Y,19,0:05:37,1
ID1454,Dan,26-Jan-21,Jan,15:37,Contract related,Y,Y,68,0:02:44,3
ID1455,Joe,26-Jan-21,Jan,16:00,Payment related,Y,Y,36,0:06:22,3
ID1456,Martha,26-Jan-21,Jan,16:00,Payment related,Y,Y,50,0:01:06,4
ID1457,Becky,26-Jan-21,Jan,16:06,Payment related,N,N,0,0:00:00,0
ID1458,Greg,26-Jan-21,Jan,16:06,Contract related,Y,Y,60,0:02:14,3
ID1459,Becky,26-Jan-21,Jan,17:18,Contract related,Y,Y,38,0:06:58,1
ID1460,Becky,26-Jan-21,Jan,17:18,Contract related,Y,Y,115,0:06:15,3
ID1461,Dan,26-Jan-21,Jan,17:52,Streaming,Y,Y,82,0:06:37,1
ID1462,Jim,26-Jan-21,Jan,17:52,Technical Support,Y,Y,34,0:04:18,2
ID1463,Diane,27-Jan-21,Jan,9:10,Streaming,Y,Y,95,0:02:55,3
ID1464,Diane,27-Jan-21,Jan,9:10,Contract related,Y,Y,13,0:03:14,5
ID1465,Becky,27-Jan-21,Jan,9:38,Technical Support,Y,Y,22,0:04:12,3
ID1466,Greg,27-Jan-21,Jan,9:38,Streaming,N,N,0,0:00:00,0
ID1467,Martha,27-Jan-21,Jan,9:41,Admin Support,Y,Y,86,0:02:52,1
ID1468,Joe,27-Jan-21,Jan,9:41,Contract related,Y,Y,20,0:04:23,4
ID1469,Greg,27-Jan-21,Jan,9:54,Payment related,N,N,0,0:00:00,0
ID1470,Martha,27-Jan-21,Jan,9:54,Contract related,Y,Y,36,0:04:21,4
ID1471,Martha,27-Jan-21,Jan,9:57,Streaming,Y,Y,118,0:03:27,4
ID1472,Stewart,27-Jan-21,Jan,9:57,Contract related,Y,Y,40,0:04:06,4
ID1473,Jim,27-Jan-21,Jan,10:43,Contract related,Y,Y,97,0:06:37,4
ID1474,Martha,27-Jan-21,Jan,10:43,Contract related,Y,Y,75,0:02:50,4
ID1475,Dan,27-Jan-21,Jan,11:09,Technical Support,Y,Y,61,0:02:39,3
ID1476,Dan,27-Jan-21,Jan,11:09,Streaming,Y,Y,125,0:06:05,5
ID1477,Jim,27-Jan-21,Jan,12:40,Contract related,N,N,0,0:00:00,0
ID1478,Dan,27-Jan-21,Jan,12:40,Technical Support,Y,Y,33,0:05:52,5
ID1479,Martha,27-Jan-21,Jan,13:00,Technical Support,N,N,0,0:00:00,0
ID1480,Martha,27-Jan-21,Jan,13:00,Streaming,Y,Y,50,0:03:51,5
ID1481,Jim,27-Jan-21,Jan,13:03,Admin Support,Y,Y,114,0:04:21,3
ID1482,Jim,27-Jan-21,Jan,13:03,Technical Support,N,N,0,0:00:00,0
ID1483,Dan,27-Jan-21,Jan,13:07,Streaming,Y,Y,58,0:02:01,4
ID1484,Diane,27-Jan-21,Jan,13:07,Streaming,Y,Y,86,0:03:27,2
ID1485,Dan,27-Jan-21,Jan,13:09,Streaming,Y,Y,45,0:03:53,5
ID1486,Dan,27-Jan-21,Jan,13:09,Streaming,Y,Y,84,0:02:33,2
ID1487,Diane,27-Jan-21,Jan,13:22,Contract related,Y,Y,15,0:06:54,2
ID1488,Stewart,27-Jan-21,Jan,13:22,Admin Support,Y,Y,47,0:04:07,2
ID1489,Dan,27-Jan-21,Jan,13:27,Payment related,Y,Y,27,0:02:37,3
ID1490,Martha,27-Jan-21,Jan,13:27,Admin Support,Y,Y,49,0:01:24,4
ID1491,Joe,27-Jan-21,Jan,13:52,Contract related,Y,Y,50,0:01:45,4
ID1492,Greg,27-Jan-21,Jan,13:52,Streaming,Y,Y,87,0:05:01,2
ID1493,Jim,27-Jan-21,Jan,14:45,Admin Support,Y,Y,87,0:06:34,3
ID1494,Jim,27-Jan-21,Jan,14:45,Payment related,Y,Y,15,0:05:58,3
ID1495,Dan,27-Jan-21,Jan,14:54,Technical Support,Y,Y,123,0:06:49,5
ID1496,Becky,27-Jan-21,Jan,14:54,Payment related,Y,Y,32,0:04:42,3
ID1497,Stewart,27-Jan-21,Jan,15:21,Payment related,Y,Y,10,0:01:25,5
ID1498,Dan,27-Jan-21,Jan,15:21,Admin Support,Y,Y,19,0:04:43,2
ID1499,Becky,27-Jan-21,Jan,15:23,Admin Support,Y,Y,10,0:06:04,5
ID1500,Diane,27-Jan-21,Jan,15:23,Streaming,N,N,0,0:00:00,0
ID1501,Stewart,27-Jan-21,Jan,15:40,Streaming,Y,Y,112,0:02:43,4
ID1502,Becky,27-Jan-21,Jan,15:40,Contract related,Y,N,10,0:03:42,4
ID1503,Jim,27-Jan-21,Jan,16:00,Admin Support,Y,Y,26,0:01:56,2
ID1504,Martha,27-Jan-21,Jan,16:00,Admin Support,Y,Y,96,0:06:29,4
ID1505,Dan,27-Jan-21,Jan,16:01,Payment related,Y,Y,99,0:04:22,3
ID1506,Greg,27-Jan-21,Jan,16:01,Technical Support,N,N,0,0:00:00,0
ID1507,Jim,27-Jan-21,Jan,16:10,Admin Support,Y,Y,77,0:03:15,5
ID1508,Joe,27-Jan-21,Jan,16:10,Admin Support,Y,Y,16,0:05:21,4
ID1509,Martha,27-Jan-21,Jan,16:58,Contract related,Y,Y,100,0:02:43,4
ID1510,Jim,27-Jan-21,Jan,16:58,Contract related,Y,Y,27,0:05:09,3
ID1511,Becky,27-Jan-21,Jan,17:00,Payment related,Y,Y,31,0:04:27,1
ID1512,Joe,27-Jan-21,Jan,17:00,Contract related,Y,Y,33,0:06:32,2
